user_id,destination_id,destination_name,rating
1.0,264.0,Macchhermo,
1.0,291.0,Shiva Mandir Temple,4.0
0.0,1.0,Phewa Tal (Fewa Lake),5.0
0.0,2.0,Sarangkot,5.0
0.0,3.0,Swayambhunath Temple,5.0
0.0,4.0,Poon Hill,5.0
0.0,5.0,Peace Temple,5.0
0.0,6.0,Pashupatinath Temple,5.0
0.0,7.0,Durbar (Central) Square,5.0
0.0,8.0,Chandragiri Hills,5.0
0.0,9.0,Mount Everest,4.0
0.0,10.0,Begnas Lake,5.0
0.0,44.0,Budhanilkantha,4.0
0.0,55.0,Bat Cave,4.0
0.0,97.0,Khumbu Glacier,5.0
0.0,119.0,Nyatapola Temple,5.0
0.0,124.0,Nagarkot to Dhulikhel Hiking,4.0
0.0,130.0,MidTown Galleria,
0.0,134.0,Sauraha Tharu Culture House,
0.0,153.0,Templo de Changu Narayan,
0.0,154.0,Sauraha Art Gallery,
0.0,185.0,Freak Street (Jhhonchen Tole),3.0
0.0,190.0,Banepa Chnadeshwori Temple,4.0
0.0,197.0,Kalika Bhagwati Temple,4.0
0.0,207.0,Shey Phoksundo National Park,5.0
0.0,209.0,Ghadiarwa Pokhari,
0.0,237.0,Nara Devi Temple,
0.0,246.0,Kakre Bihar Temple,
0.0,247.0,Shashwat Dham,4.0
0.0,256.0,himalayan arts gallery pltd,
0.0,295.0,Mother Temple of the Graduated Path to Enlightenment,
1.0,1.0,Phewa Tal (Fewa Lake),5.0
1.0,2.0,Sarangkot,4.0
1.0,3.0,Swayambhunath Temple,5.0
1.0,4.0,Poon Hill,4.0
1.0,5.0,Peace Temple,5.0
1.0,6.0,Pashupatinath Temple,5.0
1.0,7.0,Durbar (Central) Square,5.0
1.0,8.0,Chandragiri Hills,4.0
1.0,9.0,Mount Everest,4.0
1.0,10.0,Begnas Lake,4.0
1.0,77.0,Tatopani Hot Spring,3.0
1.0,121.0,Sun Kosi,
1.0,154.0,Sauraha Art Gallery,5.0
1.0,156.0,Pindeshwor Temple,
1.0,165.0,Shechen Monastery,
1.0,178.0,Seto Machindranath Temple,4.0
1.0,187.0,Eternal Peace Flame,3.0
1.0,193.0,Shukla Phanta National Park,4.0
1.0,223.0,Dhaulagiri of Nepal,4.0
1.0,229.0,Maru Ganesh Shrine,
1.0,232.0,Ratna Park,3.0
1.0,236.0,Thahiti Chowk,
1.0,262.0,Woodcraft Gallery,
1.0,264.0,Macchhermo,
1.0,291.0,Shiva Mandir Temple,4.0
0.0,1.0,Phewa Tal (Fewa Lake),5.0
0.0,2.0,Sarangkot,5.0
0.0,3.0,Swayambhunath Temple,5.0
0.0,4.0,Poon Hill,5.0
0.0,5.0,Peace Temple,5.0
0.0,6.0,Pashupatinath Temple,5.0
0.0,7.0,Durbar (Central) Square,5.0
0.0,8.0,Chandragiri Hills,5.0
0.0,9.0,Mount Everest,4.0
0.0,10.0,Begnas Lake,5.0
0.0,44.0,Budhanilkantha,4.0
0.0,55.0,Bat Cave,4.0
0.0,97.0,Khumbu Glacier,5.0
0.0,119.0,Nyatapola Temple,5.0
0.0,124.0,Nagarkot to Dhulikhel Hiking,4.0
0.0,130.0,MidTown Galleria,
0.0,134.0,Sauraha Tharu Culture House,
0.0,153.0,Templo de Changu Narayan,
0.0,154.0,Sauraha Art Gallery,
0.0,185.0,Freak Street (Jhhonchen Tole),3.0
0.0,190.0,Banepa Chnadeshwori Temple,4.0
0.0,197.0,Kalika Bhagwati Temple,4.0
0.0,207.0,Shey Phoksundo National Park,5.0
0.0,209.0,Ghadiarwa Pokhari,
0.0,237.0,Nara Devi Temple,
0.0,246.0,Kakre Bihar Temple,
0.0,247.0,Shashwat Dham,4.0
0.0,256.0,himalayan arts gallery pltd,
0.0,295.0,Mother Temple of the Graduated Path to Enlightenment,
1.0,1.0,Phewa Tal (Fewa Lake),5.0
1.0,2.0,Sarangkot,4.0
1.0,3.0,Swayambhunath Temple,5.0
1.0,4.0,Poon Hill,4.0
1.0,5.0,Peace Temple,5.0
1.0,6.0,Pashupatinath Temple,5.0
1.0,7.0,Durbar (Central) Square,5.0
1.0,8.0,Chandragiri Hills,4.0
1.0,9.0,Mount Everest,4.0
1.0,10.0,Begnas Lake,4.0
1.0,77.0,Tatopani Hot Spring,3.0
1.0,121.0,Sun Kosi,
1.0,154.0,Sauraha Art Gallery,5.0
1.0,156.0,Pindeshwor Temple,
1.0,165.0,Shechen Monastery,
1.0,178.0,Seto Machindranath Temple,4.0
1.0,187.0,Eternal Peace Flame,3.0
1.0,193.0,Shukla Phanta National Park,4.0
1.0,223.0,Dhaulagiri of Nepal,4.0
1.0,229.0,Maru Ganesh Shrine,
1.0,232.0,Ratna Park,3.0
1.0,236.0,Thahiti Chowk,
1.0,262.0,Woodcraft Gallery,
1.0,264.0,Macchhermo,
1.0,291.0,Shiva Mandir Temple,4.0
0.0,1.0,Phewa Tal (Fewa Lake),5.0
0.0,2.0,Sarangkot,5.0
0.0,3.0,Swayambhunath Temple,5.0
0.0,4.0,Poon Hill,5.0
0.0,5.0,Peace Temple,5.0
0.0,6.0,Pashupatinath Temple,5.0
0.0,7.0,Durbar (Central) Square,5.0
0.0,8.0,Chandragiri Hills,5.0
0.0,9.0,Mount Everest,4.0
0.0,10.0,Begnas Lake,5.0
0.0,44.0,Budhanilkantha,4.0
0.0,55.0,Bat Cave,4.0
0.0,97.0,Khumbu Glacier,5.0
0.0,119.0,Nyatapola Temple,5.0
0.0,124.0,Nagarkot to Dhulikhel Hiking,4.0
0.0,130.0,MidTown Galleria,
0.0,134.0,Sauraha Tharu Culture House,
0.0,153.0,Templo de Changu Narayan,
0.0,154.0,Sauraha Art Gallery,
0.0,185.0,Freak Street (Jhhonchen Tole),3.0
0.0,190.0,Banepa Chnadeshwori Temple,4.0
0.0,197.0,Kalika Bhagwati Temple,4.0
0.0,207.0,Shey Phoksundo National Park,5.0
0.0,209.0,Ghadiarwa Pokhari,
0.0,237.0,Nara Devi Temple,
0.0,246.0,Kakre Bihar Temple,
0.0,247.0,Shashwat Dham,4.0
0.0,256.0,himalayan arts gallery pltd,
0.0,295.0,Mother Temple of the Graduated Path to Enlightenment,
1.0,1.0,Phewa Tal (Fewa Lake),5.0
1.0,2.0,Sarangkot,4.0
1.0,3.0,Swayambhunath Temple,5.0
1.0,4.0,Poon Hill,4.0
1.0,5.0,Peace Temple,5.0
1.0,6.0,Pashupatinath Temple,5.0
1.0,7.0,Durbar (Central) Square,5.0
1.0,8.0,Chandragiri Hills,4.0
1.0,9.0,Mount Everest,4.0
1.0,10.0,Begnas Lake,4.0
1.0,77.0,Tatopani Hot Spring,3.0
1.0,121.0,Sun Kosi,
1.0,154.0,Sauraha Art Gallery,5.0
1.0,156.0,Pindeshwor Temple,
1.0,165.0,Shechen Monastery,
1.0,178.0,Seto Machindranath Temple,4.0
1.0,187.0,Eternal Peace Flame,3.0
1.0,193.0,Shukla Phanta National Park,4.0
1.0,223.0,Dhaulagiri of Nepal,4.0
1.0,229.0,Maru Ganesh Shrine,
1.0,232.0,Ratna Park,3.0
1.0,236.0,Thahiti Chowk,
1.0,262.0,Woodcraft Gallery,
1.0,264.0,Macchhermo,
1.0,291.0,Shiva Mandir Temple,4.0
2.0,1.0,Phewa Tal (Fewa Lake),4.0
2.0,2.0,Sarangkot,3.0
2.0,3.0,Swayambhunath Temple,4.0
2.0,4.0,Poon Hill,3.0
2.0,5.0,Peace Temple,4.0
2.0,6.0,Pashupatinath Temple,4.0
2.0,7.0,Durbar (Central) Square,5.0
2.0,8.0,Chandragiri Hills,4.0
2.0,9.0,Mount Everest,3.0
2.0,10.0,Begnas Lake,4.0
2.0,40.0,Shivapuri Nagarjun National Park,4.0
2.0,87.0,Machapuchare,3.0
2.0,98.0,Kulekhani Dam,5.0
2.0,119.0,Nyatapola Temple,5.0
2.0,128.0,Akash Bhairav Temple,4.0
2.0,139.0,Bagh Bhairab Temple,
2.0,144.0,Patan Gate,3.0
2.0,184.0,Taumadhi Square,
2.0,191.0,Taragaon Museum,
2.0,214.0,Shiva Parvati Temple,
2.0,231.0,Dae Sung Shakya (Korean Temple),
2.0,267.0,Panch Pokhari,4.0
2.0,284.0,Casino Rad,
2.0,292.0,Ghanta Ghar Clock Tower,3.0
3.0,1.0,Phewa Tal (Fewa Lake),4.0
3.0,2.0,Sarangkot,4.0
3.0,3.0,Swayambhunath Temple,4.0
3.0,4.0,Poon Hill,4.0
3.0,5.0,Peace Temple,4.0
3.0,6.0,Pashupatinath Temple,4.0
3.0,7.0,Durbar (Central) Square,4.0
3.0,8.0,Chandragiri Hills,4.0
3.0,9.0,Mount Everest,4.0
3.0,10.0,Begnas Lake,4.0
3.0,40.0,Shivapuri Nagarjun National Park,4.0
3.0,49.0,Hanuman Dhoka,4.0
3.0,58.0,Langtang Valley,4.0
3.0,103.0,Shree Gahawamai Temple,4.0
3.0,143.0,Baha Bahi,4.0
3.0,169.0,Aircrafts Museum,5.0
3.0,198.0,Boudha Stupa Thanka Center,
3.0,227.0,Ram Mandir,
3.0,238.0,Bhinchhebahal,
3.0,259.0,Rani Pokhari (Queen's Pond),4.0
3.0,269.0,Minnath temple,
3.0,282.0,Kalinchowk Bhagwati Shrine,5.0
4.0,1.0,Phewa Tal (Fewa Lake),5.0
4.0,2.0,Sarangkot,5.0
4.0,3.0,Swayambhunath Temple,5.0
4.0,4.0,Poon Hill,5.0
4.0,5.0,Peace Temple,4.0
4.0,6.0,Pashupatinath Temple,4.0
4.0,7.0,Durbar (Central) Square,4.0
4.0,8.0,Chandragiri Hills,4.0
4.0,9.0,Mount Everest,5.0
4.0,10.0,Begnas Lake,5.0
4.0,13.0,International Mountain Museum,5.0
4.0,34.0,Annapurna Mountain Range,5.0
4.0,69.0,Matepani Gumba,4.0
4.0,88.0,Mt Ama Dablam,5.0
4.0,96.0,Everest View Point,3.0
4.0,106.0,Ilam Tea Garden,5.0
4.0,107.0,World Peace Pagoda,5.0
4.0,137.0,Tilichol Lake,4.0
4.0,147.0,Vajrayogini Temple,5.0
4.0,190.0,Banepa Chnadeshwori Temple,4.0
4.0,205.0,Manakamana Mandir Temple,5.0
4.0,207.0,Shey Phoksundo National Park,5.0
4.0,252.0,Kathmandu Fun Park,3.0
4.0,257.0,Guru Lhakhang Monastery,
5.0,1.0,Phewa Tal (Fewa Lake),5.0
5.0,2.0,Sarangkot,5.0
5.0,3.0,Swayambhunath Temple,4.0
5.0,4.0,Poon Hill,4.0
5.0,5.0,Peace Temple,5.0
5.0,6.0,Pashupatinath Temple,4.0
5.0,7.0,Durbar (Central) Square,4.0
5.0,8.0,Chandragiri Hills,4.0
5.0,9.0,Mount Everest,4.0
5.0,10.0,Begnas Lake,5.0
5.0,16.0,Kopan Monastery,4.0
5.0,26.0,Gupteswar Gupha,4.0
5.0,43.0,Dakshinkali Temple,4.0
5.0,100.0,National Botanical Gardens,5.0
5.0,108.0,Koshi Tappu Wildlife Reserve,3.0
5.0,132.0,Bageshwori Temple,3.0
5.0,139.0,Bagh Bhairab Temple,3.0
5.0,145.0,Kala Bairav,3.0
5.0,150.0,Phoksundo Lake,4.0
5.0,151.0,Astrek Climbing Wall,4.0
5.0,160.0,Lumbini Monastic Site,4.0
5.0,161.0,Valle del Naar,3.0
5.0,167.0,Elephant Breeding Centre,3.0
5.0,182.0,Halesi Mahadev Temple,
5.0,183.0,Casino Royale,2.0
5.0,191.0,Taragaon Museum,
5.0,215.0,Thubchen Gompa,
5.0,241.0,Kudan Stupa,
5.0,266.0,Namkha Khyung Dzong Rigdin Choling Monastery,4.0
5.0,273.0,Chhairo Gompa,
5.0,283.0,Siddha Pokhari,
5.0,285.0,Pujari Math,
5.0,292.0,Ghanta Ghar Clock Tower,
6.0,1.0,Phewa Tal (Fewa Lake),5.0
6.0,2.0,Sarangkot,4.0
6.0,3.0,Swayambhunath Temple,4.0
6.0,4.0,Poon Hill,5.0
6.0,5.0,Peace Temple,5.0
6.0,6.0,Pashupatinath Temple,5.0
6.0,7.0,Durbar (Central) Square,4.0
6.0,8.0,Chandragiri Hills,4.0
6.0,9.0,Mount Everest,
6.0,10.0,Begnas Lake,4.0
6.0,14.0,Bhaktapur Durbar Square,5.0
6.0,27.0,Trisuli River,
6.0,41.0,Mahaboudha Temple,
6.0,48.0,Pokhara Lakeside,5.0
6.0,100.0,National Botanical Gardens,5.0
6.0,110.0,Kriayt Social Business,
6.0,166.0,55 Window Palace,5.0
6.0,185.0,Freak Street (Jhhonchen Tole),
6.0,194.0,Chhango Adventure Canyoning In Nepal,3.0
6.0,199.0,Jagan Narayan Temple,
6.0,201.0,Royal Thai Monastery,
6.0,230.0,Temples of Machchhendra Nath and Min Nath,
6.0,262.0,Woodcraft Gallery,3.0
6.0,292.0,Ghanta Ghar Clock Tower,3.0
7.0,1.0,Phewa Tal (Fewa Lake),5.0
7.0,2.0,Sarangkot,5.0
7.0,3.0,Swayambhunath Temple,
7.0,4.0,Poon Hill,5.0
7.0,5.0,Peace Temple,5.0
7.0,6.0,Pashupatinath Temple,
7.0,7.0,Durbar (Central) Square,
7.0,8.0,Chandragiri Hills,
7.0,9.0,Mount Everest,
7.0,10.0,Begnas Lake,5.0
7.0,15.0,Narayani River,
7.0,19.0,Gokyo Lakes,
7.0,43.0,Dakshinkali Temple,
7.0,51.0,Changu Narayan,
7.0,60.0,Pathibhara Devi Temple,
7.0,65.0,Sagarmatha National Park Museum,
7.0,109.0,Rara Lake,
7.0,127.0,Mera Peak,
7.0,143.0,Baha Bahi,
7.0,160.0,Lumbini Monastic Site,5.0
7.0,182.0,Halesi Mahadev Temple,
7.0,193.0,Shukla Phanta National Park,
7.0,218.0,Manakamana Mandir,
7.0,243.0,Gokarneshwor Mahadev Temple,
7.0,256.0,himalayan arts gallery pltd,
7.0,260.0,Peace Pagoda,5.0
7.0,275.0,Kashmiri Mosque,
8.0,1.0,Phewa Tal (Fewa Lake),5.0
8.0,2.0,Sarangkot,
8.0,3.0,Swayambhunath Temple,5.0
8.0,4.0,Poon Hill,
8.0,5.0,Peace Temple,5.0
8.0,6.0,Pashupatinath Temple,5.0
8.0,7.0,Durbar (Central) Square,5.0
8.0,8.0,Chandragiri Hills,5.0
8.0,9.0,Mount Everest,
8.0,10.0,Begnas Lake,
8.0,22.0,Namo Buddha (Stupa),5.0
8.0,28.0,Devi's Fall,
8.0,32.0,Maya Devi Temple,
8.0,43.0,Dakshinkali Temple,
8.0,49.0,Hanuman Dhoka,
8.0,59.0,Thrangu Tashi Monastery,
8.0,64.0,Thani Mai Temple,
8.0,65.0,Sagarmatha National Park Museum,
8.0,72.0,Annapurna Butterfly Museum,
8.0,101.0,Muktinath Temple,5.0
8.0,108.0,Koshi Tappu Wildlife Reserve,
8.0,110.0,Kriayt Social Business,
8.0,126.0,Daman,5.0
8.0,135.0,Mount Climber Trekking Garment Pvt Ltd,
8.0,171.0,Indreshwar Mahadev Temple,
8.0,204.0,Guhyeshwari Temple,
8.0,234.0,Banke National Park,
8.0,241.0,Kudan Stupa,
8.0,247.0,Shashwat Dham,
8.0,288.0,Bhairavnath Temple,
8.0,299.0,Kathmandu Fun Valley,4.0
9.0,1.0,Phewa Tal (Fewa Lake),5.0
9.0,2.0,Sarangkot,5.0
9.0,3.0,Swayambhunath Temple,5.0
9.0,4.0,Poon Hill,
9.0,5.0,Peace Temple,5.0
9.0,6.0,Pashupatinath Temple,5.0
9.0,7.0,Durbar (Central) Square,5.0
9.0,8.0,Chandragiri Hills,5.0
9.0,9.0,Mount Everest,
9.0,10.0,Begnas Lake,4.0
9.0,23.0,Polar Trekking & Expedition  - Day Tours,
9.0,40.0,Shivapuri Nagarjun National Park,5.0
9.0,47.0,Nagarkot Nature Trail,5.0
9.0,85.0,Makwanpur Gadhi,4.0
9.0,101.0,Muktinath Temple,5.0
9.0,106.0,Ilam Tea Garden,5.0
9.0,129.0,Pokhara Trade Mall,
9.0,130.0,MidTown Galleria,
9.0,136.0,Red Cliffs,
9.0,143.0,Baha Bahi,
9.0,151.0,Astrek Climbing Wall,4.0
9.0,159.0,Ranighat Palace,
9.0,160.0,Lumbini Monastic Site,
9.0,174.0,Rato Machhendranath Temple,
9.0,175.0,Shiv Jatta,
9.0,190.0,Banepa Chnadeshwori Temple,5.0
9.0,198.0,Boudha Stupa Thanka Center,
9.0,200.0,Kaiser Library,3.0
9.0,208.0,Maula Kalika,4.0
9.0,218.0,Manakamana Mandir,5.0
9.0,222.0,Crocodile Breeding Centre,
9.0,224.0,Ram Sita Vivah Mandap,
9.0,250.0,Gallery Mcube,
9.0,271.0,Casino Mahjong,
10.0,1.0,Phewa Tal (Fewa Lake),4.0
10.0,2.0,Sarangkot,4.0
10.0,3.0,Swayambhunath Temple,4.0
10.0,4.0,Poon Hill,4.0
10.0,5.0,Peace Temple,4.0
10.0,6.0,Pashupatinath Temple,
10.0,7.0,Durbar (Central) Square,4.0
10.0,8.0,Chandragiri Hills,4.0
10.0,9.0,Mount Everest,4.0
10.0,10.0,Begnas Lake,4.0
10.0,20.0,Patan Durbar Square,5.0
10.0,40.0,Shivapuri Nagarjun National Park,
10.0,94.0,Budhanilakantha Temple,4.0
10.0,113.0,Kafuche Lake,5.0
10.0,127.0,Mera Peak,
10.0,129.0,Pokhara Trade Mall,
10.0,148.0,Kanchenjunga,
10.0,165.0,Shechen Monastery,
10.0,198.0,Boudha Stupa Thanka Center,
10.0,217.0,Ambikeshwori Temple,
10.0,225.0,Myanmar Golden Monastery,
10.0,239.0,Kathmandu Contemporary Arts Centre,
10.0,250.0,Gallery Mcube,
10.0,263.0,Kashthamandap,4.0
11.0,1.0,Phewa Tal (Fewa Lake),5.0
11.0,2.0,Sarangkot,5.0
11.0,3.0,Swayambhunath Temple,4.0
11.0,4.0,Poon Hill,5.0
11.0,5.0,Peace Temple,5.0
11.0,6.0,Pashupatinath Temple,4.0
11.0,7.0,Durbar (Central) Square,4.0
11.0,8.0,Chandragiri Hills,
11.0,9.0,Mount Everest,
11.0,10.0,Begnas Lake,5.0
11.0,16.0,Kopan Monastery,
11.0,36.0,Kala Patthar,
11.0,53.0,Seti River Gourge,5.0
11.0,119.0,Nyatapola Temple,5.0
11.0,131.0,Mandala Street,
11.0,164.0,Taudaha Lake,5.0
11.0,166.0,55 Window Palace,5.0
11.0,185.0,Freak Street (Jhhonchen Tole),
11.0,203.0,Manjushree Park,
11.0,204.0,Guhyeshwari Temple,
11.0,208.0,Maula Kalika,5.0
11.0,223.0,Dhaulagiri of Nepal,
11.0,237.0,Nara Devi Temple,
11.0,239.0,Kathmandu Contemporary Arts Centre,
11.0,252.0,Kathmandu Fun Park,4.0
11.0,270.0,Mount Manaslu,5.0
11.0,278.0,Martyr Memorial Park,5.0
11.0,293.0,Jamchen Lhakhang Monastery,
12.0,1.0,Phewa Tal (Fewa Lake),5.0
12.0,2.0,Sarangkot,5.0
12.0,3.0,Swayambhunath Temple,5.0
12.0,4.0,Poon Hill,5.0
12.0,5.0,Peace Temple,5.0
12.0,6.0,Pashupatinath Temple,5.0
12.0,7.0,Durbar (Central) Square,5.0
12.0,8.0,Chandragiri Hills,5.0
12.0,9.0,Mount Everest,5.0
12.0,10.0,Begnas Lake,5.0
12.0,28.0,Devi's Fall,4.0
12.0,71.0,Khumbeshwar Temple,
12.0,85.0,Makwanpur Gadhi,
12.0,114.0,Indra Chowk,4.0
12.0,156.0,Pindeshwor Temple,
12.0,161.0,Valle del Naar,
12.0,162.0,Mt Taboche,
12.0,200.0,Kaiser Library,3.0
12.0,206.0,Kag Chode Thupten Samphel Ling Monastery,
12.0,211.0,Bara Gaon,
12.0,228.0,Annapurna Temple,
12.0,298.0,Universal Crafts,
13.0,1.0,Phewa Tal (Fewa Lake),
13.0,2.0,Sarangkot,
13.0,3.0,Swayambhunath Temple,5.0
13.0,4.0,Poon Hill,
13.0,5.0,Peace Temple,
13.0,6.0,Pashupatinath Temple,5.0
13.0,7.0,Durbar (Central) Square,5.0
13.0,8.0,Chandragiri Hills,5.0
13.0,9.0,Mount Everest,
13.0,10.0,Begnas Lake,
13.0,34.0,Annapurna Mountain Range,
13.0,44.0,Budhanilkantha,5.0
13.0,54.0,Seti Gandaki (Seti River),
13.0,57.0,Sherpa Museum,
13.0,67.0,Tushita-Nepal,
13.0,79.0,yogconnection,
13.0,84.0,Kedareshwar Mahadev Mani Temple,
13.0,123.0,Nagarkot Buddha Peace Park Hiking Trail,
13.0,128.0,Akash Bhairav Temple,
13.0,134.0,Sauraha Tharu Culture House,
13.0,135.0,Mount Climber Trekking Garment Pvt Ltd,
13.0,166.0,55 Window Palace,5.0
13.0,174.0,Rato Machhendranath Temple,5.0
13.0,189.0,Basantpur Dabali,
13.0,203.0,Manjushree Park,4.0
13.0,208.0,Maula Kalika,
13.0,212.0,Gumba Danda,
13.0,239.0,Kathmandu Contemporary Arts Centre,
13.0,245.0,Makhan Tole,
13.0,255.0,Tridevi Temple,
13.0,294.0,Big Bell,4.0
14.0,1.0,Phewa Tal (Fewa Lake),5.0
14.0,2.0,Sarangkot,5.0
14.0,3.0,Swayambhunath Temple,4.0
14.0,4.0,Poon Hill,5.0
14.0,5.0,Peace Temple,4.0
14.0,6.0,Pashupatinath Temple,4.0
14.0,7.0,Durbar (Central) Square,4.0
14.0,8.0,Chandragiri Hills,4.0
14.0,9.0,Mount Everest,5.0
14.0,10.0,Begnas Lake,4.0
14.0,61.0,Patan Royal Palace,5.0
14.0,66.0,Rupa Lake,5.0
14.0,74.0,"Pandeli Park, Sarangkot",5.0
14.0,156.0,Pindeshwor Temple,4.0
14.0,161.0,Valle del Naar,4.0
14.0,172.0,Degu Taleju Temple,5.0
14.0,184.0,Taumadhi Square,5.0
14.0,198.0,Boudha Stupa Thanka Center,4.0
14.0,219.0,Bishal Bazaar,3.0
14.0,225.0,Myanmar Golden Monastery,5.0
15.0,1.0,Phewa Tal (Fewa Lake),5.0
15.0,2.0,Sarangkot,
15.0,3.0,Swayambhunath Temple,5.0
15.0,4.0,Poon Hill,
15.0,5.0,Peace Temple,5.0
15.0,6.0,Pashupatinath Temple,5.0
15.0,7.0,Durbar (Central) Square,5.0
15.0,8.0,Chandragiri Hills,4.0
15.0,9.0,Mount Everest,
15.0,10.0,Begnas Lake,5.0
15.0,14.0,Bhaktapur Durbar Square,5.0
15.0,40.0,Shivapuri Nagarjun National Park,5.0
15.0,46.0,Jangchub Choeling Tibetan Monastery,
15.0,93.0,BIG Splash,3.0
15.0,108.0,Koshi Tappu Wildlife Reserve,5.0
15.0,110.0,Kriayt Social Business,3.0
15.0,114.0,Indra Chowk,3.0
15.0,116.0,Ramgram Stupa,4.0
15.0,140.0,Sankhu Village,5.0
15.0,143.0,Baha Bahi,4.0
15.0,171.0,Indreshwar Mahadev Temple,4.0
15.0,173.0,Dattatreya Temple,5.0
15.0,184.0,Taumadhi Square,5.0
15.0,186.0,Aarya Ghat,3.0
15.0,205.0,Manakamana Mandir Temple,5.0
15.0,216.0,Bulbule Lake,5.0
15.0,229.0,Maru Ganesh Shrine,5.0
15.0,243.0,Gokarneshwor Mahadev Temple,5.0
15.0,246.0,Kakre Bihar Temple,5.0
15.0,270.0,Mount Manaslu,5.0
16.0,1.0,Phewa Tal (Fewa Lake),4.0
16.0,2.0,Sarangkot,4.0
16.0,3.0,Swayambhunath Temple,4.0
16.0,4.0,Poon Hill,4.0
16.0,5.0,Peace Temple,4.0
16.0,6.0,Pashupatinath Temple,4.0
16.0,7.0,Durbar (Central) Square,4.0
16.0,8.0,Chandragiri Hills,4.0
16.0,9.0,Mount Everest,4.0
16.0,10.0,Begnas Lake,4.0
16.0,24.0,Kathmandu Durbar Square,4.0
16.0,26.0,Gupteswar Gupha,4.0
16.0,29.0,Gurkha Memorial Museum,4.0
16.0,82.0,Mangal Bazar,5.0
16.0,84.0,Kedareshwar Mahadev Mani Temple,
16.0,93.0,BIG Splash,5.0
16.0,177.0,Image Ark,
16.0,186.0,Aarya Ghat,
16.0,232.0,Ratna Park,3.0
16.0,267.0,Panch Pokhari,5.0
17.0,1.0,Phewa Tal (Fewa Lake),5.0
17.0,2.0,Sarangkot,
17.0,3.0,Swayambhunath Temple,5.0
17.0,4.0,Poon Hill,
17.0,5.0,Peace Temple,5.0
17.0,6.0,Pashupatinath Temple,
17.0,7.0,Durbar (Central) Square,5.0
17.0,8.0,Chandragiri Hills,
17.0,9.0,Mount Everest,
17.0,10.0,Begnas Lake,5.0
17.0,41.0,Mahaboudha Temple,
17.0,43.0,Dakshinkali Temple,
17.0,78.0,The Central Zoo,4.0
17.0,82.0,Mangal Bazar,5.0
17.0,84.0,Kedareshwar Mahadev Mani Temple,4.0
17.0,87.0,Machapuchare,
17.0,105.0,Chitwan Tharu Village,
17.0,118.0,Nuwakot Durbar,
17.0,121.0,Sun Kosi,
17.0,126.0,Daman,5.0
17.0,178.0,Seto Machindranath Temple,
17.0,236.0,Thahiti Chowk,
17.0,274.0,Hidden Valley (Khumjung Green Valley),5.0
17.0,291.0,Shiva Mandir Temple,
18.0,1.0,Phewa Tal (Fewa Lake),4.0
18.0,2.0,Sarangkot,4.0
18.0,3.0,Swayambhunath Temple,4.0
18.0,4.0,Poon Hill,4.0
18.0,5.0,Peace Temple,4.0
18.0,6.0,Pashupatinath Temple,4.0
18.0,7.0,Durbar (Central) Square,4.0
18.0,8.0,Chandragiri Hills,4.0
18.0,9.0,Mount Everest,4.0
18.0,10.0,Begnas Lake,4.0
